Field,Degree Level,Name of Degree,University name,Annual Fee,Duration,Intakes,General Entry Requirements and Documents,Language of teaching,Scholarships available
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Computer Science (Data Science),Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Computer Science (Software Engineering),Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Computer Systems,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Computer Systems (Computer Games Programming),Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Data Sciences,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Undergraduate,BSc (Hons) Statistical Data Science,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Artificial Intelligence,Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Data Science,Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Information Technology (Business),Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Information Technology (Software Systems),Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Network Security,Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Postgraduate,MSc Software Engineering,Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Mathematical and Computer Sciences,Doctorate,PhD Mathematical and Computer Sciences,Heriot-Watt University,AED 95670,-,Sep/Jan,,English,
Social Sciences,Undergraduate,BSc (Hons) Psychology,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Social Sciences,Undergraduate,BSc (Hons) Psychology with Management,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Social Sciences,Postgraduate,MSc Business Psychology,Heriot-Watt University,AED 103323 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Social Sciences,Postgraduate,MSc Business Psychology with Coaching,Heriot-Watt University,AED 103323 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Social Sciences,Doctorate,PhD Psychology,Heriot-Watt University,AED 95670,-,Sep/Jan,,English,
Textiles and Design,Foundation,Degree Entry (Foundation) Programme Design Studies,Heriot-Watt University,AED 51514(Total),2 semesters,Sep/Jan,,English,
Textiles and Design,Undergraduate,BA (Hons) Communication Design,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Textiles and Design,Undergraduate,BA (Hons) Fashion Branding and Promotion,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Textiles and Design,Undergraduate,BA (Hons) Interior Design,Heriot-Watt University,AED 76045,4 years,Sep/Jan,,English,
Textiles and Design,Postgraduate,MSc Design Management,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Textiles and Design,Postgraduate,MA Interior Architecture and Design,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Foundation,Advanced Degree Entry (Foundation) Programme in Management + Year 1: Management,Heriot-Watt University,AED 79725(Total),3 semester,Sep/Jan,,English,
Business,Foundation,Degree Entry (Foundation) Programme Management / Psychology,Heriot-Watt University,AED 51514(Total),2 semesters,Sep/Jan,,English,
Business,Undergraduate,MA (Hons) Accountancy and Finance,Heriot-Watt University,AED 68686,4 years,Sep/Jan,,English,
Business,Undergraduate,BBA (Hons) Bachelor of Business Administration,Heriot-Watt University,AED 68686,4 years,Sep/Jan,,English,
Business,Undergraduate,MA (Hons) Business and Finance,Heriot-Watt University,AED 68686,4 years,Sep/Jan,,English,
Business,Undergraduate,MA (Hons) International Business Management,Heriot-Watt University,AED 68686,4 years,Sep/Jan,,English,
Business,Undergraduate,MA (Hons) Marketing,Heriot-Watt University,AED 68686,4 years,Sep/Jan,,English,
Business,Postgraduate,MSc Business Analytics and Consultancy,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc Business Psychology,Heriot-Watt University,AED 103323 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc Digital Marketing,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc Finance and Management,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc International Accounting and Finance,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc International Business Management with Finance,Heriot-Watt University,AED 91990 (Total),2 years,Sep/Jan,,English,
Business,Postgraduate,MSc International Business Management with HRM,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc International Business Management with Marketing,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc Logistics and Supply Chain Management,Heriot-Watt University,AED 99349 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,Master of Business Administration,Heriot-Watt University,AED 109000(Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Postgraduate,MSc Sustainable Finance with Fintech,Heriot-Watt University,AED 91990 (Total),"1 Year (Full-time), 2 Years (Part-time)",Sep/Jan,,English,
Business,Doctorate,PhD Management,Heriot-Watt University,AED 95670,-,Sep/Jan,,English,
-,Foundation,MAHE Dubai Foundation Program,Manipal University,"AED 31,500",1 Year,Sep/Jan,Admission to the above programs is open to students who have passed the qualifying 10+2 examination or its equivalent from a recognised board with at least 50% aggregate marks.,English,scholarship of upto 50% based on the geographical location and the grade obtained in their latest qualification from which they belong to.
Engineering & IT,Undergraduate,BTech Computer Science Engineering,Manipal University,"AED 50,400",4 years,Sep/Jan,Transcript/Certificates,English,
Engineering & IT,Undergraduate,BTech Data Science & Engineering,Manipal University,"AED 50,400",4 years,Sep/Jan,Passport,English,
Engineering & IT,Undergraduate,BTech Mechatronics Engineering,Manipal University,"AED 50,400",4 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,BTech Chemical Engineering,Manipal University,"AED 50,400",4 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,BTech Mechanical Engineering(Day/Evening),Manipal University,"AED 50,400/AED 37,275",4 years/3 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,BTech Civil Engineering (Day/Evening),Manipal University,"AED 50,400/AED 37,275",4 years/3 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,BTech Electrical & Electronics Engineering(Day/Evening),Manipal University,"AED 50,400/AED 37,275",4 years/3 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,BSc Information Systems & Management(Day/Evening),Manipal University,"AED 45,150/AED 39,375",3 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,MTech Computer Science & Information Security,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,MTech Construction Engineering & Management,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,MTech Energy Systems & Management,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,MTech Engineering Management,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,MTech - Manufacturing Technology and Automation,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Undergraduate,MSc Information Sciences,Manipal University,"AED 34,650",2 years,Sep/Jan,,English,
Engineering & IT,Postgraduate,PG Diploma - Cyber Security,Manipal University,"AED 38,850",1 year,Sep/Jan,,English,
Engineering & IT,Postgraduate,PG Diploma - Data Science,Manipal University,"AED 38,850",1 year,Sep/Jan,,English,
Engineering & IT,Doctorate,PhD Engineering,Manipal University,"AED 25,200",3 years,Sep/Jan,,English,
Business,Undergraduate,BCom Professional,Manipal University,"AED 39,375",3 years,Sep/Jan,,English,
Business,Undergraduate,BCom Professional (with ACCA),Manipal University,"AED 39,375 + 10,500",3 years,Sep/Jan,,English,
Business,Undergraduate,BBA (Day/Evening),Manipal University,"AED 45,150/AED 39,375",3 years,Sep/Jan,,English,
Business,Undergraduate,BBA Tourism & Hospitality,Manipal University,"AED 45,150",3 years,Sep/Jan,,English,
Business,Postgraduate,MBA International Business (Day),Manipal University,"AED 50,400",2 years,Sep/Jan,,English,
Business,Postgraduate,MBA International Business (Evening/Weekend),Manipal University,"AED 38,850",2 years,Sep/Jan,,English,
Business,Postgraduate,PG Diploma Business Administration,Manipal University,"AED 38,850",1 year,Sep/Jan,,English,
Business,Postgraduate,PG Diploma Logistics and Supply Chain,Manipal University,"AED 38,850",1 year,Sep/Jan,,English,
Business,Doctorate,PhD Management,Manipal University,"AED 25,200",3 years,Sep/Jan,,English,
Design & Architecture,Foundation,Certificate Program Interior Design,Manipal University,"AED 31,500",1 year,Sep/Jan,,English,
Design & Architecture,Undergraduate,BArch,Manipal University,"AED 46,200",5 years,Sep/Jan,,English,
Design & Architecture,Undergraduate,BDes Interior Design,Manipal University,"AED 44,100",4 years,Sep/Jan,,English,
Design & Architecture,Undergraduate,BDes Fashion Design,Manipal University,"AED 40,950",4 years,Sep/Jan,,English,
Design & Architecture,Undergraduate,BSc Design Management,Manipal University,"AED 42,000",3 years,Sep/Jan,,English,
Design & Architecture,Postgraduate,MDes Interior Design,Manipal University,"AED 36,750",2 years,Sep/Jan,,English,
Design & Architecture,Postgraduate,MDes Sustainable Design,Manipal University,"AED 36,750",2 years,Sep/Jan,,English,
Design & Architecture,Postgraduate,MA Fashion Management,Manipal University,"AED 36,750",2 years,Sep/Jan,,English,
Humanities & Social Sciences,Undergraduate,"BA Humanities (Literature, Psychology, Sociology)",Manipal University,"AED 39,375",3 years,Sep/Jan,,English,
Humanities & Social Sciences,Undergraduate,BSc Applied Psychology,Manipal University,"AED 44,100",3 years,Sep/Jan,,English,
Humanities & Social Sciences,Postgraduate,MSc Applied Psychology,Manipal University,"AED 36,750",2 years,Sep/Jan,,English,
Media & Communication,Undergraduate,BA Media & Communication,Manipal University,"AED 48,300",3 years,Sep/Jan,,English,
Media & Communication,Undergraduate,BA Film Studies & TV Production,Manipal University,"AED 44,100",3 years,Sep/Jan,,English,
Media & Communication,Undergraduate,BSc Animation,Manipal University,"AED 44,100",3 years,Sep/Jan,,English,
Media & Communication,Postgraduate,MA Media & Communication,Manipal University,"AED 36,750",2 years,Sep/Jan,,English,
Life Sciences,Undergraduate,BSc Biotechnology,Manipal University,"AED 50,400",3 years,Sep/Jan,,English,
Life Sciences,Undergraduate,BSc Food & Nutrition Science,Manipal University,"AED 50,400",3 years,Sep/Jan,,English,
Life Sciences,Postgraduate,MSc Medical Biotechnology,Manipal University,"AED 40,950",2 years,Sep/Jan,,English,
Life Sciences,Postgraduate,MSc Molecular Biology & Human Genetics,Manipal University,"AED 40,950",2 years,Sep/Jan,,English,
Life Sciences,Postgraduate,MSc Nutrition & Dietetics,Manipal University,"AED 40,950",2 years,Sep/Jan,,English,
Life Sciences,Postgraduate,MSc Food Science & Safety,Manipal University,"AED 40,950",2 years,Sep/Jan,,English,
Life Sciences,Doctorate,PhD Biotechnology,Manipal University,"AED 25,200",3 years,Sep/Jan,,English,
Business,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths; Academic Certificates,English,"MDX (Africa only)
IFP - 35% + (AED 10,000 valid until 16th November)
UG & PG -30% (AED 10,000 valid until 16th November)

https://www.mdx.ac.ae/pakistan

https://www.mdx.ac.ae/international"
Business,Undergraduate,BA (Hons) Business Management,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC; Academic Transcripts,English,
Business,Undergraduate,BA (Hons) Business Management (Finance),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC; Passports,English,
Business,Undergraduate,BA (Hons) Business Management (Marketing),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC; Personal Statement,English,
Business,Undergraduate,BA (Hons) Business Management (Human Resource Management),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC; LOR,English,
Business,Undergraduate,BA (Hons) Business Management (Innovation and Entrepreneurship),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC; CV,English,
Business,Undergraduate,BA (Hons) Business Management (Project Management),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Business,Undergraduate,BA (Hons) Business Management (Supply Chain and Logistics),Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Business,Undergraduate,BA (Hons) International Business Management,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Business,Undergraduate,BA (Hons) Marketing,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Business,Undergraduate,Bsc (Hons International Tourism Management,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Business,Postgraduate,MA Human Resource Management,Middlessex University,"AED 99,800",2 Years (Part-time),FT Sep/PT Jan,Second class honours degree 2:2 or above in an appropriate subject with an applied quantitative element,English,
Business,Postgraduate,MA International Business Management,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Good honours degree, or an equivalent qualification, in appropriate subject are eligible to apply. Work experience not required for Graduates.",English,
Business,Postgraduate,Msc Communications and Brand Management,Middlessex University,"AED 83,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Second class honours undergraduate degree or above in any discipline awarded by a UK University or a recognised overseas institution, or
An equivalent qualification accepted by the Academic Registry of the University, or
A professional qualification deemed to be of an equivalent standard.
Those without formal qualifications are welcome to apply, and may be required to come in for an interview. Additionally, these applicants will need to provide evidence of a minimum of three years of middle to senior management relevant experience.",English,
Business,Postgraduate,Msc Digital Marketing and Analytics,Middlessex University,"AED 83,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Second class honours undergraduate degree or above in any discipline awarded by a UK University or a recognised overseas institution, or
An equivalent qualification accepted by the Academic Registry of the University, or
A professional qualification deemed to be of an equivalent standard.
Those without formal qualifications are welcome to apply, and may be required to come in for an interview. Additionally, these applicants will need to provide evidence of a minimum of three years of middle to senior management relevant experience.",English,
Business,Postgraduate,Msc Digital Strategic Marketing,Middlessex University,"AED 83,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Second class honours undergraduate degree or above in any discipline awarded by a UK University or a recognised overseas institution, or
An equivalent qualification accepted by the Academic Registry of the University, or
A professional qualification deemed to be of an equivalent standard.
Those without formal qualifications are welcome to apply, and may be required to come in for an interview. Additionally, these applicants will need to provide evidence of a minimum of three years of middle to senior management relevant experience.",English,
Business,Postgraduate,MBA General,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Project Management,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Healthcare Management,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Finance,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Marketing,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Operations and Supply Chain Management,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Innovation and Entrepreneurship,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Business Analytics,Middlessex University,"AED 110,800","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,Msc Banking and Finance,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Good honours degree, or an equivalent qualification, in appropriate subject are eligible to apply. Work experience not required for Graduates.",English,
Business,Postgraduate,Msc Investment Management,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Applicants must have a 2nd class honours degree from a UK University, or the equivalent from a recognised overseas University, or an equivalent recognised qualification. The programme is aimed at students with an undergraduate degree in accounting, business economics, finance or economics. Students with an undergraduate degree with an applied quantitative element in the field of statistics, mathematics, engineering, physics, computing or science will also be considered. The programme will provide these graduates with the theoretical and quantitative knowledge, and the skills to pursue an academic or a professional career in finance.",English,
Business,Postgraduate,MBA General (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Project Management (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Healthcare Management (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Finance (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Marketing (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Operations and Supply Chain Management (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Innovation and Entrepreneurship (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Business,Postgraduate,MBA - Business Analytics (Daytime Delivery),Middlessex University,"AED 80,000","1 Year (Full-time), 2 Years (Part-time)","January
April (FT)
September","Applicants will be expected to hold at least a second-class honours degree or a degree of equivalent standard.
Fresh Graduates with no work experience are encouraged to apply
Holders of graduate-level professional qualifications may also be admitted and are encouraged to apply. 
Applicants who do not possess either an honours degree or professional qualifications are also considered, but normally only if they supply a GMAT score of at least 550 points.
Candidates not meeting any of these requirements may be considered for admission where there is strong supporting education or experience.  All such cases will be at the discretion of the MBA Programme Leader.",English,
Accounting and Finance,Undergraduate,BA Honours Accounting and Finance,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Accounting and Finance,Undergraduate,BSc Honours Business Accounting,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Accounting and Finance,Postgraduate,MSc Banking and Finance,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Good honours degree, or an equivalent qualification, in appropriate subject are eligible to apply. Work experience not required for Graduates.",English,
Accounting and Finance,Postgraduate,MSc Investment Management,Middlessex University,"AED 72,100","1 Year (Full-time), 2 Years (Part-time)",FT Sep/PT Jan,"Applicants must have a 2nd class honours degree from a UK University, or the equivalent from a recognised overseas University, or an equivalent recognised qualification. The programme is aimed at students with an undergraduate degree in accounting, business economics, finance or economics. Students with an undergraduate degree with an applied quantitative element in the field of statistics, mathematics, engineering, physics, computing or science will also be considered. The programme will provide these graduates with the theoretical and quantitative knowledge, and the skills to pursue an academic or a professional career in finance.",English,
Accounting and Finance,Postgraduate,MSc Financial Technology,Middlessex University,"AED 75,000","1 Year (Full-time), 2 Years (Part-time)",Sep,"Appropriate qualifications or experience: a good undergraduate degree (normally a 2:2 or above) with programming or data analysis in its curriculum.  
applications with other degrees from related fields interested in applying their technical skills to the financial industry are welcome to apply",English,
Computer Engineering and Informatics,Foundation,International Foundation Progamme,Middlessex University,"AED 47,850",1 Year,Sep/Jan,5 relevant subjects with good grades (minimum CCCCC). GCSE: Grade C in Maths,English,
Computer Engineering and Informatics,Undergraduate,BSc Honours Business Information Systems,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Computer Engineering and Informatics,Undergraduate,BEng Honours Computer Systems Engineering,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Computer Engineering and Informatics,Undergraduate,BSc Honours Information Technology,Middlessex University,"AED 61,450",3 Years,Sep/Jan,Minimum Two or Three with grades A*A* / BBC,English,
Computer Engineering and Informatics,Undergraduate,BEng Honours Electronic Engineering,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
Computer Engineering and Informatics,Undergraduate,BSc Honours Cyber Security and Digital Forensics,Middlessex University,"AED 61,450",3 Years,Sep,Minimum Two or Three with grades A*A* / BBC,English,
